alpha,acc_mean,acc_std,kappa_mean,kappa_std,pearson_mean,pearson_std,spearman_mean,spearman_std,sens_mean,sens_std,spec_mean,spec_std
0.5,0.8449918366699953,0.029250039881832692,0.8810607726166304,0.021307455842811098,0.951119367663419,0.007599410116979072,0.9337368147754692,0.022260637118956293,0.8228020240354206,0.10684404797761686,0.97130877508236,0.02018350552777572
0.55,0.8449854962195065,0.02947662680491694,0.8842678048163393,0.019539771603517445,0.954347828283347,0.007509184217168602,0.9342320612013819,0.022400718627746802,0.8573371283997472,0.09082352398490484,0.9679474305445449,0.01943471957686369
0.6,0.8463201610474425,0.03417652851925105,0.8893150254011484,0.01781759458104767,0.9554579417269402,0.007521855175890298,0.9345751607590252,0.022612382483523485,0.8751106894370649,0.07566465049458125,0.9651568803622078,0.018151042132253846
0.65,0.8460823941541045,0.03104852052976576,0.8894703109810076,0.016514354774275493,0.9546167579556657,0.00749105142855634,0.9343713670027695,0.02280155198041211,0.873750790638836,0.07575845714358452,0.9654739883374733,0.017829863791007868
0.7,0.8443324298191387,0.023122197287761298,0.8889890252131908,0.01282488547986799,0.9520028330007478,0.007305087209301699,0.9338412472658475,0.02263348726100038,0.889943074003795,0.05293630205694814,0.9610133361520709,0.013840412229964932
0.75,0.8348946692662513,0.023643866330491026,0.8839398586046217,0.012759815456968256,0.9478004957593961,0.006882800614816765,0.9321797712734282,0.02190225669358305,0.9172675521821633,0.03584772874919242,0.9494459418987723,0.014904747854185765
0.8,0.8370631033334918,0.018396097319001985,0.8806777862031546,0.01151794801815122,0.9421949270334112,0.00616907519417099,0.9297314046321697,0.020934090519389596,0.8879506641366225,0.03226745779820643,0.9571728062294099,0.009828029583939244
0.85,0.7902515573731516,0.0018988193713150275,0.845804318676654,0.0019589148043661383,0.9353680444059242,0.005130932280165437,0.927038360927071,0.02008061181809152,0.9002846299810248,0.017095535100881156,0.9428430491693532,0.002222343753772092
0.9,0.7869291613169115,0.0022762570481234755,0.8421969541790055,0.0015452905243594198,0.9274951683645347,0.0037540249360918493,0.9259963799423138,0.019602209711716653,0.8833017077798863,0.008332598171816922,0.9439740676144673,0.0008046526882760928
